displayName,printYear,author,printLocation,category,source,textFileURL,nikudMetegFileURL,OCRDataURL,ocrFeDir,displayNameEnglish,authorEnglish,categoryEnglish,printLocationEnglish,underwentBerelUnflagging,fileName,notHumanReviewed
https://files.dicta.org.il/library-1-0/yalkuthagershuniorachchayim2/yalkuthagershuniorachchayim2__ocr_data_html_files.zip,ילקוט הגרשוני אורח חיים ב,1908,גרשון בן משה שטרן ,מונקאטש (מונקאץ'),הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/yalkuthagershuniorachchayim2/yalkuthagershuniorachchayim2__text_files.zip,https://files.dicta.org.il/library-1-0/yalkuthagershuniorachchayim2/yalkuthagershuniorachchayim2__nikud_meteg_files.zip,yalkuthagershuniorachchayim2,Yalkut ha-Gershuni Orach Chayim part 2,Gerson Stern,Halakha and Minhaggim,Munkatch (Mukacheve),,yalkuthagershuniorachchayim2,
https://files.dicta.org.il/library-1-0/yededavid/yededavid__ocr_data_html_files.zip,ידי דוד,1853,"מועטי, דוד בן שמואל",אלג'יר,תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/yededavid/yededavid__text_files.zip,https://files.dicta.org.il/library-1-0/yededavid/yededavid__nikud_meteg_files.zip,yededavid,Yede David,"Muati, Dovid",Talmud and Commentaries,Algiers,,yededavid,
https://files.dicta.org.il/library-1-0/yehudahyaalehevenhaezerchoshenmishpat/yehudahyaalehevenhaezerchoshenmishpat__ocr_data_html_files.zip,יהודה יעלה אבן העזר וחושן משפט,1880,י-הודה אסאד,למברג (לבוב),"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/yehudahyaalehevenhaezerchoshenmishpat/yehudahyaalehevenhaezerchoshenmishpat__text_files.zip,https://files.dicta.org.il/library-1-0/yehudahyaalehevenhaezerchoshenmishpat/yehudahyaalehevenhaezerchoshenmishpat__nikud_meteg_files.zip,yehudahyaalehevenhaezerchoshenmishpat_EGT,Yehudah Yaaleh Even haEzer Choshen Mishpat,"Asud, Yehudah",Responsa,Lemberg (Lvov),,yehudahyaalehevenhaezerchoshenmishpat,
https://files.dicta.org.il/library-1-0/yehudahyaalehorachchayim/yehudahyaalehorachchayim__ocr_data_html_files.zip,יהודה יעלה אורח חיים,1873,רבי יהודה אסאד,למברג (לבוב),"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/yehudahyaalehorachchayim/yehudahyaalehorachchayim__text_files.zip,https://files.dicta.org.il/library-1-0/yehudahyaalehorachchayim/yehudahyaalehorachchayim__nikud_meteg_files.zip,yehudahyaalehorachchayim_EGT,Yehudah Yaaleh Orach Chayim,Yehudah Assad,Responsa,Lemberg (Lvov),,yehudahyaalehorachchayim,
https://files.dicta.org.il/library-1-0/yeriotshlomoshas/yeriotshlomoshas__ocr_data_html_files.zip,יריעות שלמה יורה דעה חלק א,1913,שלמה זלמן בן שלום אולמן,מונקאטש (מונקאץ'),"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/yeriotshlomoshas/yeriotshlomoshas__text_files.zip,https://files.dicta.org.il/library-1-0/yeriotshlomoshas/yeriotshlomoshas__nikud_meteg_files.zip,yeriotshlomoshas,Yeriot Shlomo (shas),"Ulman, Shelomoh Zalman,",Responsa,Munkatch (Mukacheve),,yeriotshlomoshas,
https://files.dicta.org.il/library-1-0/yetevlevbemidbar/yetevlevbemidbar__ocr_data_html_files.zip,ייטב לב במדבר,1875,רבי יקותיאל יהודה טייטלבוים,סיגט,חסידות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/yetevlevbemidbar/yetevlevbemidbar__text_files.zip,https://files.dicta.org.il/library-1-0/yetevlevbemidbar/yetevlevbemidbar__nikud_meteg_files.zip,yetevlevbemidbar,Yetev Lev Bemidbar,"Teiteilbaum, Yekusiel Yehudah",Chassidut,Sziget (Sighetu Marmației),,yetevlevbemidbar,
https://files.dicta.org.il/library-1-0/yetevlevbershit/yetevlevbershit__ocr_data_html_files.zip,ייטב לב בראשית,1875,רבי יקותיאל יהודה טייטלבוים,סיגט,חסידות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/yetevlevbershit/yetevlevbershit__text_files.zip,https://files.dicta.org.il/library-1-0/yetevlevbershit/yetevlevbershit__nikud_meteg_files.zip,yetevlevbershit,Yetev Lev Bershit,"Teiteilbaum, Yekusiel Yehudah",Chassidut,Sziget (Sighetu Marmației),,yetevlevbershit,
https://files.dicta.org.il/library-1-0/yetevlevdevarim/yetevlevdevarim__ocr_data_html_files.zip,ייטב לב דברים,1875,רבי יקותיאל יהודה טייטלבוים,סיגט,חסידות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/yetevlevdevarim/yetevlevdevarim__text_files.zip,https://files.dicta.org.il/library-1-0/yetevlevdevarim/yetevlevdevarim__nikud_meteg_files.zip,yetevlevdevarim,Yetev Lev Devarim,"Teiteilbaum, Yekusiel Yehudah",Chassidut,Sziget (Sighetu Marmației),,yetevlevdevarim,
https://files.dicta.org.il/library-1-0/yetevlevshemot/yetevlevshemot__ocr_data_html_files.zip,ייטב לב שמות,1875,רבי יקותיאל יהודה טייטלבוים,סיגט,חסידות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/yetevlevshemot/yetevlevshemot__text_files.zip,https://files.dicta.org.il/library-1-0/yetevlevshemot/yetevlevshemot__nikud_meteg_files.zip,yetevlevshemot,Yetev Lev Shemot,"Teiteilbaum, Yekusiel Yehudah",Chassidut,Sziget (Sighetu Marmației),,yetevlevshemot,
https://files.dicta.org.il/library-1-0/yetevlevvayikra/yetevlevvayikra__ocr_data_html_files.zip,ייטב לב ויקרא,1875,רבי יקותיאל יהודה טייטלבוים,סיגט,חסידות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/yetevlevvayikra/yetevlevvayikra__text_files.zip,https://files.dicta.org.il/library-1-0/yetevlevvayikra/yetevlevvayikra__nikud_meteg_files.zip,yetevlevvayikra,Yetev Lev Vayikra,"Teiteilbaum, Yekusiel Yehudah",Chassidut,Sziget (Sighetu Marmației),,yetevlevvayikra,
https://files.dicta.org.il/library-1-0/yonatilem/yonatilem__ocr_data_html_files.zip,יונת אלם,1859,"פאנו, מנחם עזריה בן יצחק ברכיה",למברג (לבוב),קבלה,ספריית דיקטה,https://files.dicta.org.il/library-1-0/yonatilem/yonatilem__text_files.zip,https://files.dicta.org.il/library-1-0/yonatilem/yonatilem__nikud_meteg_files.zip,yonatilem,Yonat Ilem,Menache Azariah miPano,Kabbala,Lemberg (Lvov),,yonatilem,
https://files.dicta.org.il/library-1-0/zecheryeshayahu2/zecheryeshayahu2__ocr_data_html_files.zip,זכר ישעיהו חלק ב,1882,זכריה ישעיה יולס,וילנה,תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/zecheryeshayahu2/zecheryeshayahu2__text_files.zip,https://files.dicta.org.il/library-1-0/zecheryeshayahu2/zecheryeshayahu2__nikud_meteg_files.zip,zecheryeshayahu2,Zekher Yeshayahu part 2,"Jolles, Zechariah Isaiah",Talmud and Commentaries,Vilna (Vilnius),,zecheryeshayahu2,
https://files.dicta.org.il/library-1-0/zecheryeshayahurambam/zecheryeshayahurambam__ocr_data_html_files.zip,"זכר ישעיהו (רמב""ם)",1882,זכריה ישעיה יולס,וילנה,"רמב""ם ומפרשיו",ספריית דיקטה,https://files.dicta.org.il/library-1-0/zecheryeshayahurambam/zecheryeshayahurambam__text_files.zip,https://files.dicta.org.il/library-1-0/zecheryeshayahurambam/zecheryeshayahurambam__nikud_meteg_files.zip,zecheryeshayahurambam_EGT,Zekher Yeshayahu (Rambam),"Jolles, Zechariah Isaiah",Rambam ,Vilna (Vilnius),,zecheryeshayahurambam,
https://files.dicta.org.il/library-1-0/zekanaharonkurts/zekanaharonkurts__ocr_data_html_files.zip,זקן אהרן (קורץ),1930,אהרן יוסף קורץ,קרקוב (קארקא),דרשות ודרושים,ספריית דיקטה,https://files.dicta.org.il/library-1-0/zekanaharonkurts/zekanaharonkurts__text_files.zip,https://files.dicta.org.il/library-1-0/zekanaharonkurts/zekanaharonkurts__nikud_meteg_files.zip,zekanaharonkurts,Zekan Aharon (Kurts),"Kurts, Aharon Yosef",Derashot (Homilies),Krakow,,zekanaharonkurts,
https://files.dicta.org.il/library-1-0/zichronaharon/zichronaharon__ocr_data_html_files.zip,זכרון אהרן,1915,ר' אהרן הכהן,פקש,"תנ""ך ומפרשיו",ספריית דיקטה,https://files.dicta.org.il/library-1-0/zichronaharon/zichronaharon__text_files.zip,https://files.dicta.org.il/library-1-0/zichronaharon/zichronaharon__nikud_meteg_files.zip,zichronaharon,Zichron Aharon,"Kohen, Aharon haCohen",Tanakh and Commentaries,Paks,,zichronaharon,
https://files.dicta.org.il/library-1-0/zichronyehudahgreenwald1/zichronyehudahgreenwald1__ocr_data_html_files.zip,זכרון י-הודה גרינוולד חלק א,1923,ר' י-הודה גרינולד (מסטמר),בודפשט,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/zichronyehudahgreenwald1/zichronyehudahgreenwald1__text_files.zip,https://files.dicta.org.il/library-1-0/zichronyehudahgreenwald1/zichronyehudahgreenwald1__nikud_meteg_files.zip,zichronyehudahgreenwald1,Zichron Yehudah part 1,R' Yehuda Greenwald (of Satmar),Responsa,Budapest,,zichronyehudahgreenwald1,
https://files.dicta.org.il/library-1-0/zkanaharon1/zkanaharon1__ocr_data_html_files.zip,זקן אהרן חלק א,1932,אהרן בן יעקב צבי וואלקין,פינסק,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/zkanaharon1/zkanaharon1__text_files.zip,https://files.dicta.org.il/library-1-0/zkanaharon1/zkanaharon1__nikud_meteg_files.zip,zkanaharon1,Zkan Aharon part 1,Aharon Volkin,Responsa,Pinsk,,zkanaharon1,
https://files.dicta.org.il/library-1-0/zkanaharon2/zkanaharon2__ocr_data_html_files.zip,זקן אהרן חלק ב,1938,אהרן בן יעקב צבי וואלקין,פינסק,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/zkanaharon2/zkanaharon2__text_files.zip,https://files.dicta.org.il/library-1-0/zkanaharon2/zkanaharon2__nikud_meteg_files.zip,zkanaharon2,Zkan Aharon part 2,Aharon Volkin,Responsa,Pinsk,,zkanaharon2,
